-033,-299,4197,2012-8-12|15:27:48:240
-013,-316,4184,2012-8-12|15:27:48:260
-034,-357,4155,2012-8-12|15:27:48:290
-063,-319,4197,2012-8-12|15:27:48:310
-014,-307,4208,2012-8-12|15:27:48:330
-037,-333,4183,2012-8-12|15:27:48:360
-025,-287,4210,2012-8-12|15:27:48:380
-045,-333,4181,2012-8-12|15:27:48:400
-031,-326,4198,2012-8-12|15:27:48:430
-042,-305,4179,2012-8-12|15:27:48:450
-045,-327,4184,2012-8-12|15:27:48:480
-015,-328,4210,2012-8-12|15:27:48:500
-052,-347,4171,2012-8-12|15:27:48:520
-024,-332,4170,2012-8-12|15:27:48:550
-023,-318,4188,2012-8-12|15:27:48:570
-057,-338,4161,2012-8-12|15:27:48:600
-014,-319,4200,2012-8-12|15:27:48:620
-049,-330,4211,2012-8-12|15:27:48:640
-052,-302,4172,2012-8-12|15:27:48:670
-027,-313,4191,2012-8-12|15:27:48:690
-050,-345,4165,2012-8-12|15:27:48:710
-041,-343,4192,2012-8-12|15:27:48:740
-016,-319,4201,2012-8-12|15:27:48:760
-032,-319,4186,2012-8-12|15:27:48:790
-032,-341,4148,2012-8-12|15:27:48:810
-057,-331,4166,2012-8-12|15:27:48:830
-020,-335,4170,2012-8-12|15:27:48:860
-027,-318,4204,2012-8-12|15:27:48:880
-016,-325,4211,2012-8-12|15:27:48:900
-031,-301,4213,2012-8-12|15:27:48:930
-056,-309,4179,2012-8-12|15:27:48:950
-058,-342,4164,2012-8-12|15:27:48:980
-036,-307,4188,2012-8-12|15:27:49:00
-038,-312,4196,2012-8-12|15:27:49:20
-019,-323,4213,2012-8-12|15:27:49:50
-034,-301,4203,2012-8-12|15:27:49:70
-023,-302,4209,2012-8-12|15:27:49:90
-032,-311,4179,2012-8-12|15:27:49:120
-054,-344,4170,2012-8-12|15:27:49:140
-029,-347,4158,2012-8-12|15:27:49:170
-040,-305,4200,2012-8-12|15:27:49:190
-067,-334,4204,2012-8-12|15:27:49:210
-035,-318,4197,2012-8-12|15:27:49:240
-040,-345,4183,2012-8-12|15:27:49:260
-025,-356,4183,2012-8-12|15:27:49:290
-032,-311,4175,2012-8-12|15:27:49:310
-025,-329,4172,2012-8-12|15:27:49:330
-041,-355,4198,2012-8-12|15:27:49:360
-030,-306,4186,2012-8-12|15:27:49:380
-040,-304,4200,2012-8-12|15:27:49:400
-024,-345,4213,2012-8-12|15:27:49:430
-031,-318,4188,2012-8-12|15:27:49:450
-053,-319,4191,2012-8-12|15:27:49:480
-041,-321,4187,2012-8-12|15:27:49:500
-036,-344,4170,2012-8-12|15:27:49:520
-030,-299,4211,2012-8-12|15:27:49:550
-070,-315,4191,2012-8-12|15:27:49:570
-011,-317,4193,2012-8-12|15:27:49:590
-005,-299,4183,2012-8-12|15:27:49:620
-035,-322,4179,2012-8-12|15:27:49:640
-032,-304,4162,2012-8-12|15:27:49:670
-039,-347,4152,2012-8-12|15:27:49:690
-057,-334,4185,2012-8-12|15:27:49:710
-042,-307,4197,2012-8-12|15:27:49:740
-048,-309,4198,2012-8-12|15:27:49:760
-007,-322,4182,2012-8-12|15:27:49:790
-010,-320,4165,2012-8-12|15:27:49:810
-042,-334,4177,2012-8-12|15:27:49:830
-047,-307,4166,2012-8-12|15:27:49:860
-043,-352,4172,2012-8-12|15:27:49:880
-020,-320,4188,2012-8-12|15:27:49:900
-027,-330,4160,2012-8-12|15:27:49:930
-060,-344,4179,2012-8-12|15:27:49:950
-038,-346,4181,2012-8-12|15:27:49:980
-048,-329,4174,2012-8-12|15:27:50:00
-067,-338,4210,2012-8-12|15:27:50:20
-025,-333,4180,2012-8-12|15:27:50:50
-052,-327,4198,2012-8-12|15:27:50:70
-022,-307,4205,2012-8-12|15:27:50:90
-031,-304,4168,2012-8-12|15:27:50:120
-067,-318,4177,2012-8-12|15:27:50:140
-044,-332,4159,2012-8-12|15:27:50:170
-024,-322,4198,2012-8-12|15:27:50:190
-045,-306,4178,2012-8-12|15:27:50:210
-053,-331,4190,2012-8-12|15:27:50:240
-008,-296,4221,2012-8-12|15:27:50:260
-021,-309,4189,2012-8-12|15:27:50:280
-030,-316,4206,2012-8-12|15:27:50:310
-031,-303,4189,2012-8-12|15:27:50:330
-046,-350,4211,2012-8-12|15:27:50:360
-047,-333,4174,2012-8-12|15:27:50:380
-055,-342,4182,2012-8-12|15:27:50:400
-057,-332,4185,2012-8-12|15:27:50:430
-023,-309,4175,2012-8-12|15:27:50:450
-019,-323,4195,2012-8-12|15:27:50:480
-059,-327,4176,2012-8-12|15:27:50:500
-043,-331,4182,2012-8-12|15:27:50:520
-042,-324,4178,2012-8-12|15:27:50:550
-032,-332,4197,2012-8-12|15:27:50:570
-021,-314,4189,2012-8-12|15:27:50:590
-038,-285,4219,2012-8-12|15:27:50:620
-061,-338,4205,2012-8-12|15:27:50:640
-049,-340,4160,2012-8-12|15:27:50:670
-025,-340,4170,2012-8-12|15:27:50:690
-022,-304,4216,2012-8-12|15:27:50:710
-014,-309,4204,2012-8-12|15:27:50:740
-003,-341,4194,2012-8-12|15:27:50:760
-020,-330,4170,2012-8-12|15:27:50:780
-018,-298,4205,2012-8-12|15:27:50:810
-032,-316,4190,2012-8-12|15:27:50:830
-024,-319,4191,2012-8-12|15:27:50:860
-043,-349,4179,2012-8-12|15:27:50:880
-012,-316,4206,2012-8-12|15:27:50:900
-038,-335,4154,2012-8-12|15:27:50:930
-041,-327,4160,2012-8-12|15:27:50:950
-051,-339,4170,2012-8-12|15:27:50:980
-034,-328,4184,2012-8-12|15:27:51:00
-034,-329,4177,2012-8-12|15:27:51:20
-033,-333,4169,2012-8-12|15:27:51:50
-014,-306,4209,2012-8-12|15:27:51:70
-013,-312,4190,2012-8-12|15:27:51:90
-050,-325,4201,2012-8-12|15:27:51:120
-059,-339,4173,2012-8-12|15:27:51:140
-037,-338,4177,2012-8-12|15:27:51:170
-064,-329,4147,2012-8-12|15:27:51:190
-024,-315,4179,2012-8-12|15:27:51:210
-050,-292,4186,2012-8-12|15:27:51:240
-044,-334,4181,2012-8-12|15:27:51:260
-008,-341,4186,2012-8-12|15:27:51:280
-031,-318,4166,2012-8-12|15:27:51:310
-023,-319,4219,2012-8-12|15:27:51:330
-041,-280,4212,2012-8-12|15:27:51:360
-036,-338,4178,2012-8-12|15:27:51:380
-069,-338,4162,2012-8-12|15:27:51:400
-047,-331,4149,2012-8-12|15:27:51:430
-032,-323,4177,2012-8-12|15:27:51:450
-037,-317,4202,2012-8-12|15:27:51:470
-045,-326,4181,2012-8-12|15:27:51:500
-037,-305,4184,2012-8-12|15:27:51:520
-033,-307,4190,2012-8-12|15:27:51:550
-034,-337,4166,2012-8-12|15:27:51:570
-030,-328,4201,2012-8-12|15:27:51:590
-035,-304,4192,2012-8-12|15:27:51:620
-040,-340,4168,2012-8-12|15:27:51:640
-044,-303,4194,2012-8-12|15:27:51:670
-080,-329,4173,2012-8-12|15:27:51:690
-051,-340,4176,2012-8-12|15:27:51:710
-026,-327,4190,2012-8-12|15:27:51:740
-047,-333,4146,2012-8-12|15:27:51:760
-033,-308,4171,2012-8-12|15:27:51:780
-050,-313,4193,2012-8-12|15:27:51:810
-047,-300,4182,2012-8-12|15:27:51:830
-081,-306,4189,2012-8-12|15:27:51:860
-015,-315,4185,2012-8-12|15:27:51:880
-042,-313,4179,2012-8-12|15:27:51:900
-041,-322,4158,2012-8-12|15:27:51:930
-036,-347,4167,2012-8-12|15:27:51:950
-075,-329,4197,2012-8-12|15:27:51:970
-039,-329,4202,2012-8-12|15:27:52:00
-050,-343,4152,2012-8-12|15:27:52:20
-035,-304,4184,2012-8-12|15:27:52:50
-029,-345,4155,2012-8-12|15:27:52:70
-035,-344,4164,2012-8-12|15:27:52:90
-026,-302,4194,2012-8-12|15:27:52:120
-069,-335,4174,2012-8-12|15:27:52:140
-046,-310,4169,2012-8-12|15:27:52:170
-056,-323,4185,2012-8-12|15:27:52:190
-003,-302,4198,2012-8-12|15:27:52:210
-027,-318,4162,2012-8-12|15:27:52:240
-035,-319,4182,2012-8-12|15:27:52:260
-030,-325,4182,2012-8-12|15:27:52:280
-032,-380,4201,2012-8-12|15:27:52:310
-039,-329,4158,2012-8-12|15:27:52:330
-051,-326,4178,2012-8-12|15:27:52:360
-007,-307,4204,2012-8-12|15:27:52:380
-054,-314,4190,2012-8-12|15:27:52:400
-045,-314,4178,2012-8-12|15:27:52:430
-020,-325,4191,2012-8-12|15:27:52:450
-018,-345,4191,2012-8-12|15:27:52:470
-018,-325,4193,2012-8-12|15:27:52:500
-076,-342,4192,2012-8-12|15:27:52:520
-015,-343,4154,2012-8-12|15:27:52:550
-024,-334,4170,2012-8-12|15:27:52:570
-039,-304,4175,2012-8-12|15:27:52:590
-012,-308,4215,2012-8-12|15:27:52:620
-056,-320,4175,2012-8-12|15:27:52:640
-058,-304,4187,2012-8-12|15:27:52:660
-044,-295,4198,2012-8-12|15:27:52:690
-041,-321,4184,2012-8-12|15:27:52:710
-011,-311,4144,2012-8-12|15:27:52:740
-040,-318,4214,2012-8-12|15:27:52:760
-018,-304,4184,2012-8-12|15:27:52:780
-056,-313,4174,2012-8-12|15:27:52:810
-023,-325,4170,2012-8-12|15:27:52:830
-036,-317,4181,2012-8-12|15:27:52:860
-030,-344,4172,2012-8-12|15:27:52:880
-034,-334,4172,2012-8-12|15:27:52:900
-035,-307,4194,2012-8-12|15:27:52:930
-022,-316,4212,2012-8-12|15:27:52:950
-034,-330,4167,2012-8-12|15:27:52:970
-036,-306,4188,2012-8-12|15:27:53:00
-017,-309,4172,2012-8-12|15:27:53:20
-024,-331,4185,2012-8-12|15:27:53:50
-039,-338,4190,2012-8-12|15:27:53:70
-040,-329,4171,2012-8-12|15:27:53:90
-005,-311,4210,2012-8-12|15:27:53:120
-031,-334,4198,2012-8-12|15:27:53:140
-035,-335,4219,2012-8-12|15:27:53:160
-037,-332,4171,2012-8-12|15:27:53:190
-028,-299,4197,2012-8-12|15:27:53:210
-036,-325,4197,2012-8-12|15:27:53:240
-033,-300,4205,2012-8-12|15:27:53:260
-040,-362,4150,2012-8-12|15:27:53:280
-006,-318,4172,2012-8-12|15:27:53:310
-007,-313,4181,2012-8-12|15:27:53:330
-013,-323,4167,2012-8-12|15:27:53:350
-016,-302,4210,2012-8-12|15:27:53:380
-032,-314,4171,2012-8-12|15:27:53:400
-024,-338,4160,2012-8-12|15:27:53:430
-021,-320,4169,2012-8-12|15:27:53:450
-055,-369,4180,2012-8-12|15:27:53:470
-039,-348,4148,2012-8-12|15:27:53:500
-053,-333,4175,2012-8-12|15:27:53:520
-026,-308,4187,2012-8-12|15:27:53:550
-038,-313,4186,2012-8-12|15:27:53:570
-031,-309,4181,2012-8-12|15:27:53:590
-034,-303,4201,2012-8-12|15:27:53:620
